year,inflation rate germany,inflation rate us,inflation rate switzerland,
2002,1.4,1.58,0.64
2003,1.0,2.28,0.64
2004,1.6,2.66,0.80
2005,1.6,3.39,1.17
2006,1.6,3.23,1.06
2007,2.3,2.85,0.73
2008,2.6,3.84,2.43
2009,0.3,-0.36,-0.48
2010,1.0,1.64,0.69
2011,2.2,3.16,0.23
2012,1.9,2.07,-0.69
2013,1.5,1.46,-0.22
2014,1.0,1.62,-0.01
2015,0.5,0.12,-1.14
2016,0.5,1.26,-0.43
2017,1.5,2.13,0.53
2018,1.8,2.49,0.94
2019,1.4,1.76,0.36
2020,0.5,1.23,-0.72
2021,3.1,4.70,0.58
2022,6.9,8.00,2.83
2023,5.9,4.12,2.14
